ID,Credit_Limit,Gender,Education,Marital_Status,AGE_in_Years,Customer Category
23788,30000,2,2,1,49,Medium Risk
12956,280000,2,1,2,62,Medium Risk
10745,280000,1,1,1,45,Medium Risk
5285,80000,1,2,1,36,Medium Risk
22165,150000,2,1,3,30,Medium Risk
12389,450000,2,2,1,37,Medium Risk
10698,280000,2,1,1,57,Medium Risk
6216,200000,1,2,1,41,Medium Risk
22760,460000,2,1,1,40,Medium Risk
16376,150000,2,2,1,35,Medium Risk
17248,360000,2,1,2,31,Medium Risk
18911,110000,2,2,2,29,Medium Risk
571,200000,2,1,2,29,Medium Risk
29155,140000,2,1,1,56,Medium Risk
12099,120000,2,1,2,28,Medium Risk
8270,120000,2,1,2,37,Medium Risk
14915,30000,1,2,2,26,Medium Risk
28109,120000,2,1,2,37,Medium Risk
29607,90000,1,2,1,45,Medium Risk
19249,220000,2,1,1,36,Medium Risk
1373,270000,2,1,1,42,Medium Risk
15428,360000,1,2,1,30,Medium Risk
10862,110000,2,2,2,29,Medium Risk
1932,20000,2,1,2,24,Medium Risk
28638,350000,2,1,2,44,Medium Risk
3578,50000,1,3,2,42,Medium Risk
16030,80000,2,2,1,39,Medium Risk
17781,100000,2,3,1,60,Medium Risk
2974,30000,2,2,1,24,Medium Risk
20578,310000,1,2,2,29,Medium Risk
9871,110000,2,1,2,37,Medium Risk
7580,260000,2,1,2,36,Medium Risk
10054,400000,1,1,2,38,Medium Risk
28403,80000,2,1,2,27,Medium Risk
14420,440000,2,2,1,45,Medium Risk
6056,50000,2,1,2,49,Medium Risk
10656,240000,2,2,1,38,Medium Risk
7214,140000,1,1,2,32,Medium Risk
27072,110000,1,1,2,35,Medium Risk
22288,200000,2,2,1,32,Medium Risk
26160,370000,2,3,2,31,Medium Risk
16347,70000,2,1,1,45,Medium Risk
10983,300000,2,1,1,59,Medium Risk
6396,50000,1,1,2,26,Medium Risk
59,200000,2,1,2,34,Medium Risk
27889,160000,2,2,2,26,Medium Risk
3669,300000,2,3,1,37,Medium Risk
24866,90000,1,2,2,35,Medium Risk
13312,150000,2,1,2,28,Medium Risk
5916,110000,2,1,1,41,Medium Risk
29449,120000,1,1,2,30,Medium Risk
4982,240000,1,3,1,43,Medium Risk
28800,200000,2,3,2,42,Medium Risk
27088,20000,1,3,1,39,Medium Risk
21631,280000,2,2,2,25,Medium Risk
19316,110000,2,1,1,41,Medium Risk
10688,80000,2,2,1,47,Medium Risk
28460,230000,2,2,1,35,Medium Risk
2797,200000,2,1,1,38,Medium Risk
21199,130000,1,2,2,31,Medium Risk
730,60000,1,1,2,29,Medium Risk
6785,100000,2,1,2,24,Medium Risk
29428,120000,1,3,2,28,Medium Risk
1051,110000,1,2,2,31,Medium Risk
15368,60000,2,1,1,38,Medium Risk
7501,500000,2,1,2,30,Medium Risk
7609,120000,2,2,2,33,Medium Risk
16594,20000,1,2,2,28,Medium Risk
17101,60000,2,2,2,24,Medium Risk
20428,20000,1,3,2,26,Medium Risk
3379,30000,2,1,2,28,Medium Risk
14140,20000,2,2,1,50,Medium Risk
19821,200000,2,2,1,46,Medium Risk
29091,160000,2,2,1,52,Medium Risk
21788,210000,2,1,1,26,Medium Risk
6625,220000,2,1,2,30,Medium Risk
19250,220000,2,1,2,38,Medium Risk
16769,50000,1,2,2,35,Medium Risk
565,390000,2,1,2,45,Medium Risk
23910,80000,1,2,1,26,Medium Risk
5342,40000,2,3,1,48,Medium Risk
22914,140000,2,3,1,33,Medium Risk
28989,160000,2,2,1,47,Medium Risk
27028,50000,1,3,1,36,Medium Risk
933,160000,2,2,2,29,Medium Risk
29106,50000,2,3,1,50,Medium Risk
28335,260000,2,1,2,33,Medium Risk
6379,120000,1,1,2,34,Medium Risk
3754,140000,2,2,1,37,Medium Risk
18644,200000,2,1,2,27,Medium Risk
15708,370000,1,2,1,39,Medium Risk
21372,130000,1,2,1,55,Medium Risk
24131,200000,1,1,2,28,Medium Risk
29866,150000,1,1,1,43,Medium Risk
18877,60000,2,2,1,31,Medium Risk
13013,120000,1,3,1,54,Medium Risk
5762,300000,2,1,1,39,Medium Risk
9152,440000,1,1,2,33,Medium Risk
7459,80000,2,2,1,37,Medium Risk
6836,190000,2,1,1,31,Medium Risk
24785,80000,1,1,2,35,Medium Risk
29433,130000,1,2,2,30,Medium Risk
10631,180000,1,1,1,46,Medium Risk
19645,300000,2,2,1,30,Medium Risk
27442,300000,1,2,2,38,Medium Risk
245,30000,2,1,2,40,Medium Risk
17742,200000,2,3,2,63,Medium Risk
327,220000,2,2,1,41,Medium Risk
5718,260000,2,1,2,33,Medium Risk
26002,110000,2,2,1,31,Medium Risk
23112,80000,2,2,2,28,Medium Risk
14454,330000,2,1,2,28,Medium Risk
9692,130000,2,1,2,29,Medium Risk
21128,500000,1,1,1,41,Medium Risk
6998,90000,1,1,2,33,Medium Risk
6033,500000,2,2,1,41,Medium Risk
25839,210000,2,1,2,32,Medium Risk
24746,160000,1,1,1,43,Medium Risk
15898,200000,2,2,2,27,Medium Risk
13995,160000,2,1,2,36,Medium Risk
21349,70000,1,1,1,67,Medium Risk
2292,90000,1,3,1,35,Medium Risk
17006,150000,2,1,2,24,Medium Risk
24200,220000,1,3,1,30,Medium Risk
15674,200000,1,1,1,32,Medium Risk
14340,390000,1,1,1,36,Medium Risk
14352,440000,1,3,1,38,Medium Risk
8218,500000,2,1,2,33,Medium Risk
24822,260000,1,1,1,30,Medium Risk
4251,360000,1,1,1,44,Medium Risk
13648,120000,2,1,2,30,Medium Risk
27721,140000,2,2,1,24,Medium Risk
14159,210000,2,1,1,50,Medium Risk
21335,410000,1,2,1,54,Medium Risk
27312,280000,1,2,1,30,Medium Risk
8497,300000,2,2,2,36,Medium Risk
9714,360000,2,2,1,29,Medium Risk
9508,280000,2,1,2,35,Medium Risk
12316,250000,2,1,1,39,Medium Risk
2608,490000,1,3,1,51,Medium Risk
6979,170000,1,1,2,30,Medium Risk
2751,260000,2,1,1,32,Medium Risk
28765,260000,2,2,2,37,Medium Risk
12972,240000,2,1,2,29,Medium Risk
3074,360000,1,1,2,30,Medium Risk
14943,240000,2,1,2,26,Medium Risk
26534,450000,2,3,1,56,Medium Risk
9448,200000,1,1,2,29,Medium Risk
12994,290000,2,1,2,30,Medium Risk
8500,260000,2,2,2,35,Medium Risk
2295,150000,2,1,2,29,Medium Risk
3088,310000,1,2,2,29,Medium Risk
5259,250000,2,1,2,32,Medium Risk
20760,130000,1,2,1,33,Medium Risk
5122,200000,1,1,1,37,Medium Risk
25069,350000,1,3,1,65,Medium Risk
4226,270000,2,2,1,35,Medium Risk
9219,500000,2,2,1,47,Medium Risk
18813,260000,2,2,2,27,Medium Risk
3509,210000,2,1,2,33,Medium Risk
11816,260000,2,2,2,30,Medium Risk
14402,160000,1,2,1,52,Medium Risk
27944,360000,2,1,2,28,Medium Risk
28719,350000,2,1,1,45,Medium Risk
10629,260000,2,1,1,52,Medium Risk
11096,220000,2,3,1,37,Medium Risk
28732,240000,2,2,1,35,Medium Risk
1803,300000,2,3,1,31,Medium Risk
23604,90000,2,2,1,44,Medium Risk
8244,360000,1,2,1,38,Medium Risk
22726,100000,2,1,2,32,Medium Risk
3825,240000,2,1,1,34,Medium Risk
28600,290000,2,1,1,39,Medium Risk
25018,140000,1,1,2,50,Medium Risk
8015,330000,2,1,1,36,Medium Risk
24579,500000,1,1,1,47,Medium Risk
16644,120000,1,1,2,35,Medium Risk
6265,260000,2,1,1,53,Medium Risk
78,300000,2,1,1,45,Medium Risk
10104,260000,1,1,1,40,Medium Risk
14422,320000,1,1,2,26,Medium Risk
27350,180000,1,2,2,30,Medium Risk
22686,210000,2,2,1,30,Medium Risk
13731,280000,2,3,2,47,Medium Risk
18583,120000,2,1,2,28,Medium Risk
8490,180000,2,2,2,34,Medium Risk
7245,200000,2,2,1,52,Medium Risk
15711,270000,1,1,1,45,Medium Risk
26295,350000,2,2,1,35,Medium Risk
9227,280000,2,2,1,40,Medium Risk
29747,180000,1,1,2,32,Medium Risk
10369,290000,2,2,1,39,Medium Risk
1911,360000,1,1,1,38,Medium Risk
3678,360000,1,3,1,37,Medium Risk
10744,360000,2,3,1,41,Medium Risk
11437,200000,2,2,1,43,Medium Risk
3281,300000,2,1,2,39,Medium Risk
8896,450000,1,1,1,33,Medium Risk
9596,500000,2,2,1,41,Medium Risk
4927,280000,1,1,2,31,Medium Risk
9653,300000,2,2,1,26,Medium Risk
22048,140000,2,2,1,28,Medium Risk
14329,500000,2,2,1,64,Medium Risk
17611,350000,2,1,1,42,Medium Risk
19267,200000,2,2,1,37,Medium Risk
3816,10000,1,2,2,24,Medium Risk
2076,180000,2,1,2,27,Medium Risk
29756,80000,1,3,1,43,Medium Risk
1068,240000,1,2,2,43,Medium Risk
8144,150000,2,2,1,47,Medium Risk
1308,330000,2,2,1,28,Medium Risk
20356,360000,1,1,2,29,Medium Risk
14178,360000,2,2,2,25,Medium Risk
18523,100000,2,1,2,26,Medium Risk
25943,200000,2,1,1,33,Medium Risk
14353,100000,1,2,1,46,Medium Risk
16022,200000,2,1,1,35,Medium Risk
28003,230000,2,1,2,29,Medium Risk
14658,280000,1,2,1,49,Medium Risk
5869,260000,1,2,2,31,Medium Risk
3581,300000,1,1,1,54,Medium Risk
1538,120000,2,3,1,27,Medium Risk
26028,300000,2,3,1,28,Medium Risk
28997,300000,2,3,2,40,Medium Risk
24836,360000,1,1,1,39,Medium Risk
772,260000,1,1,2,44,Medium Risk
10346,260000,1,2,1,35,Medium Risk
21117,220000,1,1,2,36,Medium Risk
9119,160000,1,1,1,49,Medium Risk
9783,240000,2,2,1,42,Medium Risk
10274,330000,1,2,1,42,Medium Risk
17479,240000,2,1,1,35,Medium Risk
24557,260000,1,1,2,31,Medium Risk
13671,320000,1,1,1,40,Medium Risk
10244,260000,1,2,2,30,Medium Risk
29471,240000,1,2,2,31,Medium Risk
6992,240000,2,2,1,40,Medium Risk
21803,80000,2,3,1,24,Medium Risk
12267,290000,2,3,2,37,Medium Risk
9928,300000,2,1,2,38,Medium Risk
23592,430000,2,1,2,38,Medium Risk
9088,240000,2,2,1,45,Medium Risk
10189,360000,1,3,1,41,Medium Risk
3588,210000,1,2,1,38,Medium Risk
29891,210000,1,1,1,49,Medium Risk
11499,250000,1,1,1,40,Medium Risk
4578,220000,2,1,1,35,Medium Risk
1474,230000,1,2,2,39,Medium Risk
2042,230000,1,2,1,38,Medium Risk
13141,230000,1,2,1,39,Medium Risk
27068,230000,1,1,2,39,Medium Risk
17385,180000,2,1,2,33,Medium Risk
18572,180000,2,1,2,27,Medium Risk
24195,220000,1,2,2,29,Medium Risk
28815,230000,2,2,2,34,Medium Risk
27047,280000,1,1,2,35,Medium Risk
16921,260000,1,2,1,62,Medium Risk
1259,210000,1,1,2,33,Medium Risk
5921,200000,2,1,2,30,Medium Risk
3096,360000,2,1,1,39,Medium Risk
2504,260000,1,1,2,30,Medium Risk
2492,300000,1,1,2,31,Medium Risk
16645,210000,1,1,2,40,Medium Risk
24748,210000,1,2,1,37,Medium Risk
26006,300000,2,1,2,30,Medium Risk
2648,210000,1,1,2,31,Medium Risk
18931,210000,2,1,2,31,Medium Risk
24530,210000,1,1,2,41,Medium Risk
29816,210000,1,1,2,35,Medium Risk
27116,230000,1,2,1,33,Medium Risk
6715,170000,1,1,1,45,Medium Risk
10193,210000,2,2,1,38,Medium Risk
5254,200000,1,1,1,63,Medium Risk
5630,200000,2,1,1,40,Medium Risk
15552,200000,1,3,2,40,Medium Risk
22398,250000,2,3,2,30,Medium Risk
26865,250000,1,1,1,40,Medium Risk
4592,300000,1,1,2,38,Medium Risk
22285,180000,2,1,2,30,Medium Risk
18293,200000,1,2,1,66,Medium Risk
19782,240000,2,2,1,40,Medium Risk
25118,240000,1,2,1,56,Medium Risk
4163,200000,1,2,1,39,Medium Risk
11135,200000,2,1,2,28,Medium Risk
25329,200000,2,3,2,29,Medium Risk
4929,150000,2,1,1,49,Medium Risk
734,160000,2,1,1,37,Medium Risk
588,210000,1,3,2,25,Medium Risk
14312,210000,2,2,1,50,Medium Risk
4310,260000,1,1,2,34,Medium Risk
17966,200000,1,1,1,49,Medium Risk
19447,160000,2,4,1,28,Medium Risk
8740,260000,2,1,2,39,Medium Risk
18897,180000,2,2,2,28,Medium Risk
1447,210000,2,1,1,37,Medium Risk
1033,140000,2,1,2,31,Medium Risk
23342,120000,2,1,2,30,Medium Risk
7859,200000,1,2,2,30,Medium Risk
21949,160000,2,3,2,28,Medium Risk
11412,400000,1,1,2,37,Medium Risk
12142,240000,1,2,1,50,Medium Risk
6061,170000,2,1,2,36,Medium Risk
1079,180000,2,3,1,47,Medium Risk
15124,180000,1,2,1,53,Medium Risk
18312,180000,2,2,2,24,Medium Risk
6672,230000,2,1,2,42,Medium Risk
12443,500000,1,3,2,51,Medium Risk
26999,300000,1,2,1,45,Medium Risk
29735,500000,1,2,1,49,Medium Risk
25846,230000,2,2,1,45,Medium Risk
3046,180000,1,1,1,38,Medium Risk
28458,180000,2,3,0,36,Medium Risk
12563,270000,2,3,1,37,Medium Risk
8635,230000,1,2,2,27,Medium Risk
4928,210000,2,2,2,53,Medium Risk
15731,170000,1,1,1,51,Medium Risk
17682,300000,2,1,1,47,Medium Risk
20446,360000,1,1,2,28,Medium Risk
12012,170000,2,2,1,33,Medium Risk
12299,100000,2,1,2,25,Medium Risk
16275,200000,2,1,2,31,Medium Risk
29595,210000,1,1,1,44,Medium Risk
11933,290000,2,1,1,40,Medium Risk
28763,220000,2,1,1,39,Medium Risk
17617,500000,2,1,2,31,Medium Risk
24963,120000,1,1,1,48,Medium Risk
7599,50000,1,2,2,26,Medium Risk
21897,180000,2,2,1,27,Medium Risk
26221,210000,2,1,1,40,Medium Risk
9532,200000,2,2,1,40,Medium Risk
10977,200000,1,1,1,49,Medium Risk
12146,200000,2,2,1,38,Medium Risk
13449,200000,1,2,1,57,Medium Risk
26568,200000,2,3,1,50,Medium Risk
27254,100000,1,3,2,48,Medium Risk
22426,360000,2,3,2,37,Medium Risk
26815,400000,1,1,3,31,Medium Risk
20476,210000,1,1,2,27,Medium Risk
2683,160000,1,2,2,30,Medium Risk
13986,160000,2,2,1,38,Medium Risk
28786,230000,2,5,1,42,Medium Risk
9979,200000,1,3,2,46,Medium Risk
13940,200000,1,1,2,32,Medium Risk
29690,200000,1,1,2,36,Medium Risk
1857,540000,2,1,2,34,Medium Risk
27389,360000,1,1,2,37,Medium Risk
512,120000,2,2,2,35,Medium Risk
6351,260000,1,1,1,43,Medium Risk
22082,170000,2,1,1,28,Medium Risk
622,180000,2,2,2,28,Medium Risk
17139,130000,2,2,2,25,Medium Risk
162,50000,1,2,2,27,Medium Risk
3293,120000,1,3,1,53,Medium Risk
7931,440000,2,2,1,47,Medium Risk
4435,200000,1,2,2,30,Medium Risk
15332,180000,2,1,1,45,Medium Risk
10395,230000,1,1,2,28,Medium Risk
27174,160000,1,3,1,33,Medium Risk
3085,210000,2,3,1,45,Medium Risk
2516,230000,2,1,2,25,Medium Risk
19518,540000,2,1,2,34,Medium Risk
28342,50000,2,2,1,42,Medium Risk
20314,270000,2,1,1,60,Medium Risk
787,370000,2,1,2,38,Medium Risk
610,200000,2,2,1,34,Medium Risk
2600,500000,1,1,1,43,Medium Risk
1367,260000,2,4,2,42,Medium Risk
10073,360000,1,1,2,33,Medium Risk
29695,300000,1,2,1,30,Medium Risk
14528,260000,1,1,1,38,Medium Risk
2032,320000,2,2,2,30,Medium Risk
16366,300000,2,1,2,35,Medium Risk
24872,310000,1,1,1,43,Medium Risk
21168,480000,1,1,1,44,Medium Risk
6546,200000,2,2,1,60,Medium Risk
7150,380000,1,1,2,27,Medium Risk
25516,210000,2,1,2,25,Medium Risk
22480,200000,2,2,1,31,Medium Risk
2232,230000,2,1,2,49,Medium Risk
11122,240000,2,1,2,29,Medium Risk
1698,180000,2,3,1,45,Medium Risk
11742,180000,1,2,1,26,Medium Risk
29266,180000,1,2,1,26,Medium Risk
7045,200000,2,2,1,42,Medium Risk
4351,170000,2,1,2,34,Medium Risk
18957,130000,2,5,2,39,Medium Risk
9618,140000,1,1,2,37,Medium Risk
11552,150000,1,2,2,38,Medium Risk
7657,180000,1,2,1,46,Medium Risk
4349,180000,2,1,1,51,Medium Risk
19360,180000,2,2,2,31,Medium Risk
14123,300000,1,1,2,29,Medium Risk
18108,420000,1,1,2,36,Medium Risk
9727,140000,1,2,2,30,Medium Risk
7310,230000,1,2,2,46,Medium Risk
7897,160000,1,1,2,41,Medium Risk
28907,140000,2,1,1,40,Medium Risk
26452,360000,2,2,1,49,Medium Risk
10778,510000,2,1,1,37,Medium Risk
29592,200000,1,1,1,40,Medium Risk
15489,200000,1,1,1,42,Medium Risk
6613,120000,1,1,2,33,Medium Risk
9574,200000,1,1,1,34,Medium Risk
14735,200000,1,1,1,40,Medium Risk
12718,260000,2,1,1,46,Medium Risk
8618,140000,2,1,1,45,Medium Risk
1212,160000,2,3,2,26,Medium Risk
4913,160000,1,3,1,57,Medium Risk
21882,160000,2,3,2,26,Medium Risk
10252,180000,2,3,1,56,Medium Risk
11535,170000,1,2,2,27,Medium Risk
7648,160000,1,2,1,57,Medium Risk
15361,360000,2,2,1,39,Medium Risk
29493,310000,1,2,1,31,Medium Risk
12975,150000,2,1,3,55,Medium Risk
24233,50000,1,1,2,27,Medium Risk
5357,500000,1,1,1,34,Medium Risk
11255,290000,2,3,1,43,Medium Risk
2431,160000,1,1,1,36,Medium Risk
13036,130000,1,2,1,45,Medium Risk
6822,220000,2,2,1,43,Medium Risk
16407,360000,2,2,2,37,Medium Risk
27457,310000,1,1,1,50,Medium Risk
2902,210000,1,1,1,39,Medium Risk
22167,170000,2,1,2,27,Medium Risk
27722,150000,2,1,2,24,Medium Risk
8674,450000,1,1,1,46,Medium Risk
8357,360000,1,2,1,44,Medium Risk
24752,330000,1,1,1,38,Medium Risk
5470,200000,2,3,1,30,Medium Risk
6439,110000,2,2,3,54,Medium Risk
12253,120000,2,1,2,26,Medium Risk
21935,70000,2,1,2,27,Medium Risk
9247,160000,1,2,1,37,Medium Risk
13685,130000,1,1,2,27,Medium Risk
10906,240000,2,1,1,40,Medium Risk
4963,140000,2,1,2,30,Medium Risk
19001,240000,2,1,2,29,Medium Risk
4524,500000,2,1,1,33,Medium Risk
25606,100000,2,1,2,26,Medium Risk
22,120000,2,2,1,39,Medium Risk
19745,460000,2,1,1,45,Medium Risk
2912,500000,1,1,1,49,Medium Risk
15188,160000,2,2,2,24,Medium Risk
6506,170000,2,2,1,42,Medium Risk
891,150000,2,3,1,34,Medium Risk
13282,450000,2,1,2,36,Medium Risk
29022,180000,2,2,2,28,Medium Risk
11302,20000,1,2,2,43,Medium Risk
11523,300000,2,1,1,37,Medium Risk
12753,170000,2,3,1,42,Medium Risk
12335,120000,2,1,2,27,Medium Risk
14993,260000,1,1,1,51,Medium Risk
27569,210000,1,2,1,53,Medium Risk
4539,120000,2,1,2,30,Medium Risk
19926,80000,2,1,2,34,Medium Risk
29673,120000,1,3,1,39,Medium Risk
8996,160000,1,2,1,49,Medium Risk
24220,290000,1,2,2,30,Medium Risk
26416,210000,2,1,1,30,Medium Risk
10623,200000,1,2,1,51,Medium Risk
2928,160000,1,1,2,34,Medium Risk
13515,290000,2,1,1,45,Medium Risk
28897,200000,2,2,1,46,Medium Risk
8119,450000,1,1,1,48,Medium Risk
3704,140000,2,2,1,46,Medium Risk
22308,300000,2,3,1,27,Medium Risk
27524,200000,1,2,1,51,Medium Risk
20712,360000,1,2,1,40,Medium Risk
28553,260000,2,1,2,37,Medium Risk
343,200000,2,1,2,29,Medium Risk
5321,500000,1,2,2,30,Medium Risk
11832,160000,2,2,2,28,Medium Risk
25132,500000,1,3,1,50,Medium Risk
16091,160000,2,2,1,35,Medium Risk
28188,210000,2,1,1,34,Medium Risk
12250,500000,2,3,2,35,Medium Risk
7917,400000,2,2,2,35,Medium Risk
7535,210000,1,2,1,54,Medium Risk
628,230000,1,1,1,39,Medium Risk
20876,230000,1,1,1,39,Medium Risk
11148,500000,2,1,2,41,Medium Risk
22018,170000,2,1,2,27,Medium Risk
24723,210000,1,1,2,36,Medium Risk
11109,210000,2,1,2,32,Medium Risk
16651,230000,1,2,1,47,Medium Risk
27285,200000,1,1,1,41,Medium Risk
17808,100000,1,2,2,23,Medium Risk
23491,120000,2,1,2,33,Medium Risk
11589,280000,1,2,2,30,Medium Risk
4079,240000,1,2,1,31,Medium Risk
8025,360000,1,1,2,27,Medium Risk
24587,200000,1,1,2,33,Medium Risk
26510,500000,2,3,1,53,Medium Risk
23221,150000,2,3,2,35,Medium Risk
18467,80000,2,3,1,23,Medium Risk
14700,360000,2,2,2,28,Medium Risk
28628,210000,2,1,2,31,Medium Risk
19443,360000,2,2,2,37,Medium Risk
13276,180000,1,2,2,26,Medium Risk
9469,200000,2,1,1,47,Medium Risk
11946,230000,1,2,2,28,Medium Risk
3727,250000,2,1,1,38,Medium Risk
4707,210000,2,2,1,32,Medium Risk
11386,130000,2,2,2,27,Medium Risk
6480,130000,1,2,1,40,Medium Risk
9054,130000,1,2,1,53,Medium Risk
20817,130000,1,2,1,33,Medium Risk
21909,200000,2,2,2,27,Medium Risk
13207,260000,2,2,1,40,Medium Risk
23760,140000,2,3,1,50,Medium Risk
21883,230000,2,4,2,26,Medium Risk
20694,130000,1,2,1,42,Medium Risk
27107,150000,1,3,2,32,Medium Risk
24356,210000,1,1,2,33,Medium Risk
7225,140000,2,2,1,37,Medium Risk
13582,110000,2,1,2,29,Medium Risk
4306,100000,2,3,1,36,Medium Risk
21618,130000,2,2,1,23,Medium Risk
2041,120000,2,1,2,29,Medium Risk
11113,260000,2,1,2,30,Medium Risk
7547,350000,1,1,2,35,Medium Risk
14809,170000,1,1,1,35,Medium Risk
18910,210000,2,1,1,29,Medium Risk
18812,180000,2,1,2,28,Medium Risk
11154,260000,2,1,1,37,Medium Risk
23001,230000,2,2,1,46,Medium Risk
11112,500000,1,1,2,37,Medium Risk
20216,490000,2,3,1,54,Medium Risk
10249,500000,2,1,1,41,Medium Risk
22317,350000,2,1,2,31,Medium Risk
13179,210000,1,1,2,32,Medium Risk
27200,330000,1,1,1,37,Medium Risk
5156,80000,1,2,2,27,Medium Risk
25961,80000,2,3,1,47,Medium Risk
22922,180000,2,1,2,29,Medium Risk
20912,160000,1,1,1,41,Medium Risk
15463,120000,1,2,2,36,Medium Risk
12814,120000,1,2,1,58,Medium Risk
28679,120000,2,2,2,28,Medium Risk
28933,80000,2,3,1,48,Medium Risk
11893,260000,2,2,1,37,Medium Risk
3388,500000,1,1,1,37,Medium Risk
15279,430000,2,2,1,47,Medium Risk
506,160000,1,1,2,35,Medium Risk
3698,150000,1,1,2,33,Medium Risk
4923,230000,2,1,2,30,Medium Risk
12692,180000,1,1,1,35,Medium Risk
12061,440000,2,2,1,40,Medium Risk
6248,210000,2,1,2,30,Medium Risk
7632,230000,2,2,1,28,Medium Risk
20008,180000,2,2,1,46,Medium Risk
23038,220000,2,1,2,33,Medium Risk
1875,140000,1,2,1,34,Medium Risk
24481,360000,1,1,1,33,Medium Risk
17422,190000,2,2,1,31,Medium Risk
22964,250000,2,2,2,36,Medium Risk
3488,70000,2,1,2,27,Medium Risk
15941,250000,2,3,1,32,Medium Risk
4240,360000,1,3,1,44,Medium Risk
23520,350000,2,1,1,36,Medium Risk
6007,120000,2,1,2,30,Medium Risk
27014,50000,1,2,1,43,Medium Risk
21239,360000,1,1,2,43,Medium Risk
15337,220000,2,2,1,34,Medium Risk
8074,420000,1,1,1,36,Medium Risk
26853,360000,1,2,1,39,Medium Risk
3368,90000,2,2,1,48,Medium Risk
21298,50000,1,1,1,63,Medium Risk
14958,150000,2,1,2,24,Medium Risk
142,180000,1,2,2,28,Medium Risk
15415,110000,2,3,1,63,Medium Risk
21287,110000,1,3,1,57,Medium Risk
14083,320000,1,1,1,40,Medium Risk
21061,150000,1,3,2,29,Medium Risk
16364,260000,2,1,1,36,Medium Risk
5992,200000,1,1,2,47,Medium Risk
25970,80000,2,2,1,41,Medium Risk
21484,280000,2,1,2,30,Medium Risk
21490,230000,2,1,2,30,Medium Risk
8492,120000,1,1,1,48,Medium Risk
14269,330000,1,1,2,32,Medium Risk
29590,120000,1,2,1,33,Medium Risk
14979,480000,2,2,2,31,Medium Risk
6289,400000,1,1,1,44,Medium Risk
24251,70000,1,1,2,30,Medium Risk
28078,230000,2,1,2,46,Medium Risk
17560,140000,2,2,1,46,Medium Risk
9206,280000,2,1,2,29,Medium Risk
1174,180000,2,1,2,32,Medium Risk
14685,130000,2,1,2,30,Medium Risk
22730,70000,2,2,1,40,Medium Risk
3116,200000,1,2,1,46,Medium Risk
7392,130000,2,3,2,25,Medium Risk
23254,180000,2,2,2,39,Medium Risk
14376,450000,2,1,1,27,Medium Risk
26214,430000,2,1,2,34,Medium Risk
29706,150000,1,3,1,43,Medium Risk
10641,230000,2,3,1,50,Medium Risk
25535,120000,2,2,1,44,Medium Risk
11772,120000,1,2,1,39,Medium Risk
7039,460000,1,2,1,61,Medium Risk
3299,230000,2,2,2,26,Medium Risk
27173,170000,1,1,2,33,Medium Risk
5791,100000,2,2,2,26,Medium Risk
15633,90000,2,2,2,25,Medium Risk
11545,300000,2,2,1,34,Medium Risk
1443,100000,1,3,1,44,Medium Risk
16953,50000,1,2,1,61,Medium Risk
20736,100000,1,2,1,43,Medium Risk
26991,100000,1,2,1,44,Medium Risk
29421,210000,1,2,1,30,Medium Risk
29451,200000,1,1,2,30,Medium Risk
17706,240000,2,1,1,34,Medium Risk
12585,160000,2,2,2,40,Medium Risk
5128,360000,1,3,1,51,Medium Risk
14466,20000,1,2,2,38,Medium Risk
12858,130000,2,2,1,45,Medium Risk
19820,170000,2,2,2,43,Medium Risk
22599,170000,2,3,1,41,Medium Risk
20919,200000,1,1,2,38,Medium Risk
28861,140000,2,1,3,48,Medium Risk
9767,360000,1,1,1,49,Medium Risk
1530,360000,2,2,1,50,Medium Risk
22845,180000,2,2,1,36,Medium Risk
9303,300000,1,1,2,41,Medium Risk
5676,200000,2,2,2,28,Medium Risk
8340,160000,1,2,1,50,Medium Risk
25349,80000,2,2,2,26,Medium Risk
12598,150000,2,2,1,30,Medium Risk
11388,200000,2,1,1,35,Medium Risk
18292,80000,2,3,1,33,Medium Risk
28266,160000,2,1,1,38,Medium Risk
4145,200000,2,1,2,42,Medium Risk
12776,170000,2,2,1,42,Medium Risk
3604,500000,1,1,2,35,Medium Risk
6002,500000,2,1,2,37,Medium Risk
3989,300000,1,3,2,64,Medium Risk
9403,80000,2,1,2,24,Medium Risk
9545,230000,2,1,2,29,Medium Risk
16399,140000,2,3,2,34,Medium Risk
4044,160000,2,2,1,34,Medium Risk
26350,120000,2,3,2,31,Medium Risk
13920,360000,2,1,2,36,Medium Risk
26061,280000,2,1,2,28,Medium Risk
1452,290000,2,1,2,33,Medium Risk
26572,250000,2,3,1,53,Medium Risk
20290,210000,2,1,1,51,Medium Risk
22680,320000,2,3,1,44,Medium Risk
26406,200000,2,1,2,43,Medium Risk
19909,80000,2,2,2,31,Medium Risk
27400,280000,1,2,1,45,Medium Risk
3177,160000,1,2,2,28,Medium Risk
13372,500000,1,1,1,69,Medium Risk
13485,30000,1,3,1,31,Medium Risk
28271,90000,2,2,1,44,Medium Risk
1771,360000,1,2,1,56,Medium Risk
4084,250000,1,1,1,39,Medium Risk
6577,300000,1,3,1,31,Medium Risk
9377,450000,2,1,1,69,Medium Risk
22524,280000,2,1,2,37,Medium Risk
7628,250000,1,1,1,41,Medium Risk
13238,360000,2,2,2,53,Medium Risk
11322,400000,2,1,1,31,Medium Risk
27998,400000,2,1,1,31,Medium Risk
